accuracy_rate,avg_reaction_time_ms,error_count,completion_time_sec,consistency_score,level_played,cognitive_state
0.8697954694074328,743.2492957751143,0,24.543236661586548,0.8611216722014352,2,0
0.45172013109738524,1846.8061743083715,7,67.59087846350104,0.595140597454413,2,1
0.6428750774427223,1271.2603538050791,5,63.118965041664886,0.6076882743902862,3,1
0.8376779538629275,458.8867885801862,1,23.81844566454859,0.9499128274864597,2,0
0.9974900580974864,815.8476412637893,1,15.933675796522806,0.8491451832216547,3,0
0.8525957307589074,698.6914869440718,0,27.11700185891572,0.8528617544045185,1,0
0.7879756733780736,910.1775403712036,0,21.895822065146604,0.8284638762294857,3,0
0.7483740157055048,1334.61108741258,6,53.32018216676319,0.5671869655212604,2,1
0.4934896006492564,1908.9733340549178,5,54.958308303959456,0.5503041429589728,3,1
0.7979668311796857,400.0,1,35.59874347922537,0.9634637701809136,2,0
0.5965724938631252,2021.9283278635417,9,50.39372548621476,0.5910608629526206,2,1
0.9730116387942783,618.7365072656332,2,32.11876622398195,0.9745677413433873,1,0
0.8590316322838292,907.5875670895205,3,32.806093975928256,0.9699602614052816,1,0
0.7545275459552101,804.2325087983191,2,18.99026880705761,0.8190402032409321,2,0
0.5287673308723282,2636.6874170010506,4,61.051737897717345,0.615548101290348,2,1
0.4708640319527091,1897.1086401795721,4,51.470706748912605,0.7150910138482196,3,1
0.7544684836833535,727.782417965286,1,17.11135929568328,0.876476226872242,3,0
0.615138433625577,2036.156744358071,3,31.37181324614427,0.6949466185903475,1,1
0.8540384995449404,1235.2786054416406,0,27.346482097999207,0.8364461415454484,2,0
0.9861830055728525,938.1271182530048,0,20.6878777351067,0.9089720669516019,2,0
0.8171693398462365,632.2788400553502,0,24.208134147809265,0.9223415236053143,2,0
0.5492047847523619,1738.768423651438,2,79.29399183138902,0.755149519567822,2,1
0.9693652156575951,1025.1261867292,2,27.54938889943489,0.8336254216742898,1,0
0.8028620017491361,937.9412335220791,0,27.527918765394617,0.9017311861203088,1,0
0.4404430618336811,3614.509781935433,5,130.05298443340183,0.4510488413166479,1,2
0.8840240915860301,839.2547942446671,3,19.482238369374656,0.8438910379452693,3,0
0.23370985851561232,2648.9866591200193,8,98.29469518734814,0.46528508392990486,1,2
0.7790181601267291,956.0322317639213,1,30.212051628035063,0.8454936803747216,2,0
0.4435233818050933,3396.7880868995867,6,121.10477467321552,0.3948903437247038,1,2
0.7613615950853645,894.8851375616011,1,26.206740752209157,0.8716477713387373,2,0
0.9599505714089043,986.9540129113782,2,26.700268014410575,0.8355652254490973,2,0
0.9441032401854992,826.0779327912733,1,38.63521865139814,0.9544323419715515,3,0
0.4706863460161629,2417.9042841198416,8,110.58582265009598,0.27804417046243934,1,2
0.10035269076324829,3354.4392107743615,12,103.66704075508167,0.448136176686707,1,2
0.9503842779707474,972.3322122494033,0,14.8977662478041,0.9715483855087721,3,0
0.5572670027911639,2108.1970130076834,5,77.64734274646823,0.622207107331286,2,1
0.5472812557224781,2068.6036944504162,4,51.092705365912785,0.6644142508515631,2,1
0.37770182520781015,3006.967772183028,8,89.29192593687644,0.5440047305847925,1,2
0.22683001255054258,3506.0272190810624,9,111.1809889268372,0.2717382832134831,3,2
0.6883604286787477,2461.257527832529,6,67.7869533338268,0.7966662714764265,2,1
0.5472240388960181,1707.4341755660814,3,47.708829828347746,0.6956074374239002,1,1
0.3046351049067123,2487.59000909074,15,100.67997398679607,0.2099679205118823,1,2
0.7616126031799995,1129.727469885743,0,36.72826718356773,0.8748649759278889,3,0
0.8856740207895621,749.6417899809632,1,25.833656858224096,0.831370162130245,3,0
0.8951470875695109,530.7624275523813,1,21.70463116302761,0.8873455858267809,2,0
0.3760917414036159,3250.2261546566187,12,91.03099818060474,0.33532739427426095,3,2
0.2809215615347388,2690.8228562199574,8,69.47932493852332,0.5410281762206401,1,2
0.40674350212809174,4095.756174569467,9,119.75887508218295,0.2926633222341712,1,2
0.7773185997451626,1756.8456837533506,5,51.75095810133162,0.6050310702723736,1,1
0.5687873032114413,2430.6468089725613,7,79.82716427705351,0.670275744453103,2,1
0.2945928429443845,3678.5369938182353,16,91.99888695181284,0.4915380386335888,2,2
0.3126420526601597,3867.0163413324262,7,125.15756920691811,0.5354919114389848,1,2
0.7475232566492547,1704.0942901633161,5,65.55030623711842,0.5291557326860088,1,1
0.462583432650186,1564.2285982493197,7,50.877690689411466,0.6083649856603951,1,1
0.8167570675423553,1116.3533455345657,1,38.93960190672837,0.8340230721202198,2,0
0.6801281620551443,1885.654771356006,2,59.12555895855942,0.5716891161623171,2,1
0.9819380707988032,1070.905045413323,3,13.475866798688067,0.8407285252565183,2,0
0.760193785388691,1002.6211596352166,0,31.579256775851285,0.9222431896402752,2,0
0.845155823369145,1174.1072287993427,1,20.679144399038154,0.9056158634044499,3,0
0.7174000353200454,1335.9454689464317,3,84.03358818688653,0.7758229300616499,3,1
0.6320907209812336,1801.9999386934765,3,52.628884472404636,0.7614462850136647,1,1
0.4594748909109627,2580.8153288800354,10,94.98077614741585,0.3844297477350163,2,2
0.46264894601471784,2667.212844906958,11,80.81546050834129,0.38032800914976106,1,2
0.2530554641333463,2484.7199857224955,11,131.0355983859687,0.17608506983333902,1,2
0.8415904608234229,892.8717035405033,4,25.74083388705124,0.8910769992482714,1,0
0.7778112752910893,2086.032816649261,3,30.0,0.5142617545343845,1,1
0.7187597771361202,1956.1545082867933,6,54.792190212657864,0.5508385280703221,1,1
0.5626320493616649,2278.681179777907,2,50.58731271314482,0.6086073580573224,1,1
0.7660783503086082,1596.5662810408494,3,59.29771213364981,0.7443701196002795,2,1
0.2732540847985062,3868.383504827486,6,104.67712820967542,0.18578881081979498,2,2
0.8419851878255211,665.6691305364876,0,26.81606136053784,0.8988695014630848,3,0
0.8277455804289156,708.9754841301294,2,25.644914309988515,0.9543657816372323,2,0
0.8482744311666901,761.5158040252288,1,29.12206425668918,0.8371723696873612,2,0
0.9424983882746527,1093.8914401053473,1,24.934505913559306,0.8426236462273015,3,0
0.8854752368445895,977.9228354741808,1,14.438424996519945,0.9360277860486307,3,0
0.72987123905437,2133.9341811315917,3,46.029822117998904,0.5665458718285983,1,1
0.8989096851519611,685.7892640701903,1,26.76635655481724,0.8318976883678232,2,0
0.5530365070748426,2427.571347133669,5,61.98456496692899,0.7458402690766793,2,1
0.7106008120041198,2035.5132032047009,4,56.69849465008274,0.7403604229780852,2,1
0.1147023298514637,2349.059327741868,9,126.21713726018129,0.47208578820670655,1,2
0.7538523886603656,2006.4710314952827,2,50.713869591422366,0.6597456748756525,2,1
0.6228908533124511,1838.5856212417127,3,45.742032105716056,0.5678440349686404,3,1
0.4365682767765334,2562.720880597165,7,79.62858758905823,0.22239168905672602,3,2
0.9173717387995475,931.6106979840264,0,35.830536102747345,0.9753771746967945,2,0
0.7470914189521383,1984.855482599089,7,43.649653527615605,0.7562866396240477,2,1
0.7642717140223287,848.2291199260337,3,25.123374822578963,0.9213247122427038,2,0
0.9359865731431692,984.3173221228911,2,21.03983110653554,0.8232925401077422,1,0
0.7818950756988909,971.122669757132,0,22.81862773268459,0.91223140579212,1,0
0.4714622578933282,3146.7628408618775,9,82.12955038729888,0.4802447032051623,1,2
0.4788133248769564,4342.093475646108,10,119.70159103946165,0.1935007064198563,1,2
0.3590265463049035,3522.2126058649355,10,116.27645864047071,0.20214680526895132,2,2
0.8058989596298631,911.9865260532656,2,19.62000103399971,0.936378370988535,1,0
0.9404049038321793,705.0941390658717,2,41.337692126345814,0.9458124754812609,1,0
0.8000375610612025,732.54751379006,1,27.36477337535266,0.9311879924166941,2,0
0.7694336592412462,931.0381367717958,1,32.0101877976898,0.8305502191546171,3,0
0.12426385513107117,4227.153558001516,8,89.01533170638547,0.3244373189309569,1,2
